nct_id,start_year,duration,num_facilities,has_us_facility,minimum_age_years,maximum_age_years,is_cancer,enrolled,droprate,num_dropped
NCT00815191,2008,11.0,1.0,True,18.0,75.0,False,73,0.0273972602739726,2.0
NCT01422915,2011,10.0,1.0,True,22.0,60.0,False,4,0.25,1.0
NCT00731133,2008,25.0,1.0,True,18.0,65.0,False,15,0.6666666666666666,10.0
NCT00391898,2006,20.0,26.0,False,30.0,80.0,False,95,0.22105263157894736,21.0
NCT01168999,2010,40.0,1.0,True,18.0,60.0,False,110,0.02727272727272727,3.0
NCT01890122,2013,24.0,45.0,False,18.0,75.0,False,647,0.21020092735703247,136.0
NCT00235443,2005,46.0,84.0,True,32.0,81.0,False,451,0.6208425720620843,280.0
NCT01675661,2012,18.0,6.0,True,18.0,50.0,False,302,0.2847682119205298,86.0
NCT01448707,2011,27.0,36.0,False,18.0,,False,274,0.13138686131386862,36.0
NCT01051921,2010,22.0,15.0,True,18.0,,False,67,0.44776119402985076,30.0
NCT00366457,2006,24.0,3.0,True,18.0,,True,32,0.0625,2.0
NCT01229735,2010,54.0,24.0,False,16.0,80.0,False,343,0.3848396501457726,132.0
NCT00101192,2005,83.0,18.0,True,18.0,,True,76,0.09210526315789473,7.0
NCT00699816,2008,52.0,5.0,False,20.0,80.0,False,230,0.017391304347826087,4.0
NCT00592904,2008,22.0,1.0,True,18.0,,False,262,0.4122137404580153,108.0
NCT01974323,2013,11.0,3.0,True,12.0,,False,2238,0.08266309204647006,185.0
NCT02126670,2014,5.0,4.0,True,30.0,85.0,False,100,0.02,2.0
NCT01069289,2010,14.0,120.0,False,40.0,,False,1293,0.07579273008507348,98.0
NCT01051466,2010,38.0,1.0,False,25.0,65.0,False,60,0.21666666666666667,13.0
NCT01691508,2012,14.0,47.0,True,12.0,,False,135,0.05185185185185185,7.0
NCT00514735,2007,42.0,24.0,True,18.0,70.0,False,210,0.09523809523809523,20.0
NCT01366638,2011,18.0,11.0,False,20.0,70.0,False,79,0.08860759493670886,7.0
NCT00182637,2005,75.0,1.0,True,18.0,,True,5,0.6,3.0
NCT01554163,2012,12.0,,,40.0,,False,239,0.07531380753138076,18.0
NCT00087529,2004,40.0,,,18.0,65.0,False,439,0.2255125284738041,99.0
NCT01091974,2009,62.0,2.0,True,21.0,75.0,True,138,0.16666666666666666,23.0
NCT01456130,2011,16.0,14.0,False,20.0,,False,67,0.14925373134328357,10.0
NCT00767325,2008,34.0,21.0,False,18.0,,False,104,0.14423076923076922,15.0
NCT01334918,2011,15.0,11.0,True,45.0,,False,124,0.07258064516129033,9.0
NCT00634036,2008,30.0,2.0,True,18.0,60.0,False,23,0.17391304347826086,4.0
NCT00720122,2008,39.0,1.0,True,12.0,26.0,False,28,0.32142857142857145,9.0
NCT01948193,2013,10.0,2.0,False,0.11538461538461539,0.15384615384615385,False,177,0.05084745762711865,9.0
NCT02332798,2014,3.0,1.0,True,18.0,55.0,False,39,0.10256410256410256,4.0
NCT02153827,2014,22.0,1.0,True,18.0,,False,48,0.25,12.0
NCT00746798,2008,8.0,15.0,True,50.0,,False,479,0.012526096033402923,6.0
NCT00958360,2009,59.0,7.0,True,18.0,,False,323,0.06501547987616099,21.0
NCT01707290,2012,38.0,38.0,True,6.0,,False,125,0.696,87.0
NCT00945906,2009,23.0,25.0,True,,,False,61,0.11475409836065574,7.0
NCT00822172,2009,26.0,24.0,True,40.0,,False,164,0.2073170731707317,34.0
NCT00374127,2006,44.0,1.0,True,21.0,45.0,False,35,0.3142857142857143,11.0
NCT00054717,2003,69.0,117.0,True,18.0,,False,630,0.8904761904761904,561.0
NCT01697501,2012,7.0,12.0,False,18.0,,False,88,0.022727272727272728,2.0
NCT01544309,2012,27.0,133.0,False,20.0,,False,1049,0.029551954242135366,31.0
NCT00705679,2008,36.0,15.0,False,18.0,45.0,False,5029,0.0930602505468284,468.0
NCT02152007,2014,18.0,1.0,True,16.0,,False,15,0.06666666666666667,1.0
NCT00116428,2005,36.0,17.0,True,18.0,,False,167,0.04790419161676647,8.0
NCT01636713,2012,15.0,44.0,False,40.0,,False,581,0.14285714285714285,83.0
NCT00895934,2009,50.0,4.0,True,50.0,,True,53,0.5849056603773585,31.0
NCT02335346,2015,14.0,1.0,False,40.0,79.0,False,93,0.12903225806451613,12.0
NCT00701038,2008,24.0,,,21.0,80.0,False,54,0.14814814814814814,8.0
NCT01699022,2012,13.0,1.0,True,18.0,45.0,False,17,0.17647058823529413,3.0
NCT00648037,2008,9.0,1.0,True,,,True,26,0.6153846153846154,16.0
NCT02030041,2013,24.0,1.0,False,25.0,50.0,False,33,0.15151515151515152,5.0
NCT00218296,2005,26.0,1.0,True,18.0,70.0,False,332,0.6987951807228916,232.0
NCT01289990,2011,27.0,243.0,True,18.0,,False,2705,0.3866913123844732,1046.0
NCT01106430,2010,25.0,64.0,True,6.0,17.0,False,267,0.24719101123595505,66.0
NCT01333475,2011,32.0,1.0,True,18.0,,False,21,0.23809523809523808,5.0
NCT01441596,2011,28.0,40.0,True,18.0,,False,121,0.09090909090909091,11.0
NCT01673594,2012,33.0,1.0,True,18.0,30.0,False,37,0.32432432432432434,12.0
NCT00660829,2008,2.0,6.0,True,12.0,,False,536,0.06902985074626866,37.0
NCT01789606,2012,8.0,18.0,True,12.0,,False,1083,0.43674976915974145,473.0
NCT01681277,2012,8.0,1.0,False,18.0,50.0,False,48,0.020833333333333332,1.0
NCT01047293,2010,63.0,2.0,True,,,True,47,0.0425531914893617,2.0
NCT00707057,2008,4.0,1.0,True,16.0,45.0,False,256,0.046875,12.0
NCT02717754,2016,5.0,2.0,True,18.0,45.0,False,99,0.5050505050505051,50.0
NCT01500317,2011,5.0,1.0,True,18.0,65.0,False,38,0.13157894736842105,5.0
NCT00433914,2007,10.0,1.0,False,0.5,0.6666666666666666,False,60,0.05,3.0
NCT01243411,2010,21.0,39.0,True,18.0,,False,348,0.11781609195402298,41.0
NCT00264303,2005,13.0,80.0,False,18.0,,False,886,0.060948081264108354,54.0
NCT01746862,2012,20.0,1.0,False,5.0,,False,90,0.12222222222222222,11.0
NCT01852162,2013,23.0,1.0,True,18.0,80.0,False,35,0.14285714285714285,5.0
NCT00828139,2009,40.0,257.0,True,18.0,,True,189,0.9947089947089947,188.0
NCT00329030,2006,93.0,36.0,True,18.0,80.0,True,224,0.0625,14.0
NCT01658514,2012,5.0,,,18.0,80.0,False,39,0.07692307692307693,3.0
NCT01368081,2011,23.0,87.0,False,20.0,,False,1162,0.08261617900172118,96.0
NCT01055457,2010,6.0,14.0,True,18.0,,False,315,0.050793650793650794,16.0
NCT01589822,2012,19.0,22.0,True,18.0,,False,214,0.037383177570093455,8.0
NCT00005947,2000,58.0,34.0,True,18.0,,True,127,0.7716535433070866,98.0
NCT01253408,2010,27.0,1.0,True,18.0,75.0,False,36,0.027777777777777776,1.0
NCT00788697,2008,46.0,1.0,True,18.0,,False,349,0.3123209169054441,109.0
NCT00297778,2006,26.0,77.0,False,30.0,80.0,False,296,0.13175675675675674,39.0
NCT01157377,2010,28.0,3.0,True,18.0,75.0,False,160,0.0875,14.0
NCT01268891,2010,17.0,,,30.0,,False,132,0.12121212121212122,16.0
NCT00345046,2006,109.0,1.0,True,18.0,,True,60,0.06666666666666667,4.0
NCT01363765,2011,8.0,1.0,False,,,False,34758,0.30298060878071237,10531.0
NCT00821678,2009,34.0,3.0,True,18.0,,False,265,0.1320754716981132,35.0
NCT01082614,2010,49.0,1.0,True,18.0,,False,46,0.17391304347826086,8.0
NCT00719563,2008,34.0,326.0,True,18.0,,True,364,0.21978021978021978,80.0
NCT00819039,2009,50.0,6.0,True,0.5,17.0,False,98,0.030612244897959183,3.0
NCT00778830,2008,62.0,1.0,False,18.0,,True,289,0.0034602076124567475,1.0
NCT00530335,2007,7.0,12.0,False,18.0,,False,45,0.13333333333333333,6.0
NCT00973700,2009,2.0,1.0,False,3.0,64.0,False,784,0.05994897959183673,47.0
NCT00784784,2008,6.0,1.0,False,18.0,69.0,False,64,0.0625,4.0
NCT01654250,2012,3.0,9.0,True,6.0,12.0,False,90,0.011111111111111112,1.0
NCT02150954,2014,15.0,,,18.0,,False,121,0.008264462809917356,1.0
NCT01375764,2011,10.0,42.0,True,18.0,75.0,False,160,0.03125,5.0
NCT00778999,2008,22.0,,,18.0,39.0,False,442,0.14027149321266968,62.0
NCT00481078,2007,26.0,1.0,True,18.0,,True,94,0.6595744680851063,62.0
NCT01175824,2010,19.0,18.0,False,18.0,75.0,False,478,0.0794979079497908,38.0
NCT00709722,2008,42.0,6.0,False,18.0,70.0,False,21,0.047619047619047616,1.0
NCT01180647,2010,38.0,2.0,True,18.0,60.0,False,48,0.22916666666666666,11.0
NCT00072475,2003,59.0,68.0,True,18.0,,True,155,0.6258064516129033,97.0
NCT00082810,2004,52.0,1.0,True,18.0,,True,33,0.9393939393939394,31.0
NCT01307046,2011,10.0,,,20.0,80.0,False,336,0.06845238095238096,23.0
NCT01393613,2011,31.0,60.0,True,18.0,65.0,False,674,0.32047477744807124,216.0
NCT00387790,2006,34.0,1.0,True,,21.0,True,64,0.21875,14.0
NCT01560403,2012,15.0,5.0,True,18.0,,False,14,0.07142857142857142,1.0
NCT01648582,2012,25.0,30.0,False,18.0,,False,774,0.13178294573643412,102.0
NCT01115491,2010,25.0,8.0,False,18.0,,True,32,0.9375,30.0
NCT00790907,2008,15.0,203.0,True,21.0,,False,3235,0.35054095826893356,1134.0
NCT00684021,2008,46.0,5.0,True,21.0,,False,120,0.06666666666666667,8.0
NCT02132611,2014,15.0,17.0,True,18.0,,False,100,0.02,2.0
NCT00912028,2009,9.0,11.0,False,18.0,39.0,False,71,0.16901408450704225,12.0
NCT00555425,2007,58.0,2.0,True,18.0,65.0,False,113,0.6194690265486725,70.0
NCT02363478,2015,9.0,1.0,False,18.0,75.0,False,22,0.36363636363636365,8.0
NCT02577107,2015,5.0,1.0,False,,,False,12,0.08333333333333333,1.0
NCT00644358,2008,17.0,38.0,True,18.0,70.0,False,616,0.5876623376623377,362.0
NCT00026312,2001,124.0,190.0,True,,30.0,True,1449,0.20910973084886128,303.0
NCT00022698,2001,43.0,17.0,True,18.0,,True,67,0.6417910447761194,43.0
NCT01911442,2013,15.0,41.0,True,6.0,17.0,False,150,0.14666666666666667,22.0
NCT00790023,2008,3.0,4.0,True,12.0,,False,707,0.0594059405940594,42.0
NCT01017874,2009,41.0,12.0,False,18.0,,True,236,0.23728813559322035,56.0
NCT01992107,2013,9.0,88.0,True,4.0,18.0,False,2333,0.058722674667809685,137.0
NCT01138657,2010,47.0,,,18.0,,False,239,0.1087866108786611,26.0
NCT01015638,2009,1.0,1.0,True,18.0,45.0,False,36,0.027777777777777776,1.0
NCT02035332,2014,18.0,3.0,False,35.0,50.0,False,23,0.043478260869565216,1.0
NCT01668004,2012,31.0,,,18.0,,False,101,0.24752475247524752,25.0
NCT01203917,2010,23.0,62.0,False,18.0,130.0,False,1060,0.033962264150943396,36.0
NCT01529268,2012,33.0,10.0,True,8.0,17.0,False,169,0.08875739644970414,15.0
NCT00940017,2009,1.0,1.0,True,18.0,55.0,False,24,0.16666666666666666,4.0
NCT01079962,2010,22.0,1.0,False,20.0,75.0,False,209,0.14354066985645933,30.0
NCT01298492,2011,61.0,112.0,True,18.0,75.0,False,268,0.44402985074626866,119.0
NCT00837330,2009,55.0,1.0,True,35.0,,False,20,0.2,4.0
NCT00810108,2008,35.0,2.0,True,6.0,17.0,False,12,0.08333333333333333,1.0
NCT00994448,2009,26.0,1.0,True,14.0,21.0,False,19,0.5263157894736842,10.0
NCT00511238,2007,39.0,34.0,True,18.0,,True,312,0.8589743589743589,268.0
NCT01782482,2013,1.0,,,16.0,,False,574,0.03484320557491289,20.0
NCT00582933,2007,84.0,1.0,True,,54.0,True,96,0.03125,3.0
NCT01728246,2012,7.0,1.0,False,18.0,,False,473,0.1522198731501057,72.0
NCT00087646,2004,56.0,104.0,True,18.0,,False,948,0.3438818565400844,326.0
NCT01255761,2010,23.0,110.0,True,18.0,,False,736,0.485054347826087,357.0
NCT00299975,2006,10.0,1.0,False,18.0,65.0,False,97,0.12371134020618557,12.0
NCT01225991,2010,30.0,1.0,True,50.0,,False,18,0.3333333333333333,6.0
NCT00316706,2006,39.0,28.0,False,10.0,14.0,True,1245,0.06907630522088354,86.0
NCT01441973,2011,29.0,12.0,True,18.0,,True,41,0.3170731707317073,13.0
NCT01715896,2012,20.0,39.0,False,18.0,80.0,False,215,0.06511627906976744,14.0
NCT01250769,2010,2.0,1.0,True,18.0,70.0,False,170,0.01764705882352941,3.0
NCT00675103,2008,8.0,4.0,True,18.0,,False,7,0.42857142857142855,3.0
NCT01071915,2010,20.0,11.0,False,18.0,,True,157,0.05732484076433121,9.0
NCT01197508,2010,16.0,87.0,False,18.0,65.0,False,696,0.16954022988505746,118.0
NCT01500213,2011,25.0,1.0,True,18.0,,False,555,0.7945945945945946,441.0
NCT01724021,2012,25.0,246.0,False,18.0,80.0,True,743,0.14535666218034993,108.0
NCT01201798,2010,10.0,1.0,True,2.0,,False,111,0.21621621621621623,24.0
NCT02035553,2014,35.0,1.0,False,50.0,,False,181,0.2265193370165746,41.0
NCT00312377,2006,27.0,157.0,True,18.0,,True,1690,0.7763313609467456,1312.0
NCT00976274,2009,17.0,1.0,False,20.0,,False,60,0.25,15.0
NCT02215252,2014,8.0,32.0,True,18.0,80.0,False,141,0.09929078014184398,14.0
NCT00129961,2005,41.0,23.0,True,18.0,,False,86,0.4883720930232558,42.0
NCT01456780,2011,19.0,1.0,True,18.0,,False,60,0.1,6.0
NCT01586364,2012,,,,40.0,80.0,False,301,0.38870431893687707,117.0
NCT00420199,2007,27.0,10.0,False,18.0,,False,50,0.02,1.0
NCT01054976,2010,28.0,,,50.0,85.0,False,99,0.35353535353535354,35.0
NCT00303069,2006,8.0,,,18.0,55.0,False,124,0.04032258064516129,5.0
NCT00837213,2009,12.0,2.0,True,16.0,,False,33,0.3333333333333333,11.0
NCT01491672,2011,42.0,17.0,True,18.0,,True,134,0.9477611940298507,127.0
NCT00264238,2005,29.0,1.0,True,18.0,,False,15,0.06666666666666667,1.0
NCT00643851,2008,14.0,99.0,True,18.0,77.0,False,994,0.08048289738430583,80.0
NCT00615901,2008,29.0,5.0,True,18.0,70.0,True,38,0.23684210526315788,9.0
NCT00069953,2003,42.0,97.0,True,18.0,120.0,True,43,0.046511627906976744,2.0
NCT01916967,2013,6.0,,,12.0,,False,239,0.04184100418410042,10.0
NCT00372775,2006,33.0,27.0,True,18.0,,True,66,0.9545454545454546,63.0
NCT01652885,2012,3.0,6.0,True,12.0,17.0,False,23,0.043478260869565216,1.0
NCT01916824,2013,28.0,1.0,True,18.0,65.0,False,53,0.3018867924528302,16.0
NCT00413972,2006,7.0,,,18.0,75.0,False,392,0.07142857142857142,28.0
NCT00908960,2009,35.0,5.0,True,18.0,,True,70,0.05714285714285714,4.0
NCT01439971,2011,46.0,23.0,True,18.0,64.0,False,29,0.13793103448275862,4.0
NCT01605877,2012,19.0,2.0,False,20.0,,False,70,0.014285714285714285,1.0
NCT00474487,2007,3.0,2.0,False,19.0,65.0,False,2831,0.016248675379724478,46.0
NCT00801632,2008,64.0,1.0,True,18.0,60.0,False,5,0.2,1.0
NCT00487539,2007,38.0,208.0,True,18.0,,False,1065,0.01596244131455399,17.0
NCT01046136,2010,3.0,1.0,True,12.0,,False,378,0.031746031746031744,12.0
NCT01849562,2013,7.0,8.0,True,18.0,65.0,False,30,0.06666666666666667,2.0
NCT00383084,2006,45.0,1.0,True,18.0,65.0,False,84,0.2619047619047619,22.0
NCT00941798,2009,22.0,146.0,True,12.0,70.0,False,2283,0.1660096364432764,379.0
NCT01290094,2011,39.0,2.0,False,50.0,,False,41,0.14634146341463414,6.0
NCT02155881,2014,2.0,5.0,False,18.0,,False,80,0.075,6.0
NCT00129272,2005,81.0,1.0,True,12.0,25.0,False,172,0.22674418604651161,39.0
NCT01344460,2011,14.0,70.0,True,18.0,,False,317,0.00946372239747634,3.0
NCT00809328,2008,13.0,34.0,False,16.0,80.0,False,102,0.28431372549019607,29.0
NCT01313637,2011,12.0,157.0,True,40.0,,False,1493,0.24849296718017413,371.0
NCT00320788,2006,26.0,18.0,True,50.0,,False,159,0.15723270440251572,25.0
NCT00890591,2009,10.0,,,30.0,70.0,False,144,0.1388888888888889,20.0
NCT00936897,2009,28.0,,,55.0,,False,833,0.09483793517406963,79.0
NCT01546155,2012,10.0,1.0,True,21.0,50.0,False,11,0.2727272727272727,3.0
NCT02299076,2014,6.0,1.0,True,18.0,,False,422,0.08056872037914692,34.0
NCT01464619,2011,11.0,1.0,True,18.0,,False,61,0.11475409836065574,7.0
NCT02015221,2013,20.0,11.0,True,18.0,,False,81,0.18518518518518517,15.0
NCT00135356,2005,24.0,31.0,True,18.0,,False,219,0.1187214611872146,26.0
NCT00895661,2009,15.0,2.0,True,18.0,,True,40,0.075,3.0
NCT02282605,2014,2.0,1.0,False,18.0,75.0,False,60,0.05,3.0
NCT00595309,2008,22.0,3.0,False,18.0,,False,198,0.020202020202020204,4.0
NCT00174967,2005,6.0,,,18.0,85.0,False,153,0.05228758169934641,8.0
NCT00942734,2009,64.0,1.0,True,18.0,,True,49,0.16326530612244897,8.0
NCT00367744,2006,29.0,2.0,True,18.0,,False,71,0.1267605633802817,9.0
NCT02569996,2015,98.0,21.0,False,18.0,,True,124,0.4435483870967742,55.0
NCT00782171,2008,27.0,19.0,True,18.0,,False,266,0.15413533834586465,41.0
NCT01252290,2010,30.0,1.0,True,25.0,70.0,True,35,0.02857142857142857,1.0
NCT00559377,2007,56.0,1.0,True,18.0,,True,16,0.5625,9.0
NCT01087736,2010,29.0,1.0,True,18.0,65.0,False,30,0.1,3.0
NCT01024855,2009,2.0,1.0,True,18.0,99.0,False,30,0.03333333333333333,1.0
NCT00928057,2009,5.0,4.0,True,18.0,75.0,False,173,0.03468208092485549,6.0
NCT01675531,2012,12.0,1.0,False,20.0,,True,73,0.3424657534246575,25.0
NCT01026389,2009,20.0,1.0,False,18.0,,False,189,0.05291005291005291,10.0
NCT01535261,2012,37.0,78.0,False,18.0,,False,357,0.1400560224089636,50.0
NCT00103207,2005,56.0,157.0,True,18.0,,True,72,0.5277777777777778,38.0
NCT00777946,2008,7.0,9.0,False,18.0,,False,818,0.05256723716381418,43.0
NCT02038959,2014,29.0,20.0,True,30.0,,False,210,0.06666666666666667,14.0
NCT02118961,2014,4.0,7.0,False,11.0,12.0,False,446,0.002242152466367713,1.0
NCT00580034,2007,123.0,1.0,True,17.0,,True,176,0.056818181818181816,10.0
NCT01209949,2010,3.0,1.0,True,16.0,25.0,False,30,0.1,3.0
NCT01103232,2010,15.0,,,20.0,45.0,False,30,0.1,3.0
NCT00698841,2008,12.0,16.0,True,18.0,,True,79,0.22784810126582278,18.0
NCT00293293,2006,47.0,1.0,True,,,True,43,0.09302325581395349,4.0
NCT01904279,2013,34.0,35.0,True,1.0,17.0,False,52,0.11538461538461539,6.0
NCT00826618,2009,51.0,2.0,True,18.0,,False,6,0.16666666666666666,1.0
NCT01972568,2013,28.0,138.0,True,18.0,,False,306,0.1437908496732026,44.0
NCT01342094,2011,16.0,1.0,False,20.0,,True,166,0.04819277108433735,8.0
NCT01886781,2013,29.0,1.0,False,18.0,,False,81,0.19753086419753085,16.0
NCT02150213,2014,13.0,20.0,True,18.0,,True,59,0.03389830508474576,2.0
NCT00784134,2008,73.0,81.0,True,18.0,80.0,False,500,0.018,9.0
NCT00822692,2009,11.0,1.0,True,18.0,65.0,False,139,0.302158273381295,42.0
NCT01941940,2013,24.0,49.0,False,18.0,,False,227,0.14537444933920704,33.0
NCT01535040,2012,18.0,1.0,True,18.0,,True,130,0.3923076923076923,51.0
NCT02104895,2014,100.0,,,40.0,,True,520,0.026923076923076925,14.0
NCT00907374,2009,45.0,1.0,True,18.0,70.0,False,46,0.08695652173913043,4.0
NCT02352779,2015,12.0,6.0,True,18.0,120.0,True,108,0.10185185185185185,11.0
NCT00924950,2009,6.0,1.0,True,18.0,,False,30,0.06666666666666667,2.0
NCT01178099,2010,6.0,1.0,False,18.0,60.0,False,26,0.038461538461538464,1.0
NCT00337285,2006,16.0,45.0,True,18.0,55.0,False,349,0.45272206303724927,158.0
NCT02289963,2014,15.0,27.0,False,18.0,,False,199,0.07537688442211055,15.0
NCT00920699,2009,25.0,13.0,True,18.0,,False,90,0.07777777777777778,7.0
NCT02034877,2014,11.0,16.0,False,6.0,65.0,False,1200,0.005,6.0
NCT00642772,2008,6.0,1.0,True,18.0,,False,24,0.4166666666666667,10.0
NCT00616421,2008,13.0,68.0,True,2.0,10.0,False,2907,0.03611971104231166,105.0
NCT00271544,2005,6.0,24.0,True,18.0,,False,190,0.10526315789473684,20.0
NCT01606137,2012,34.0,1.0,False,18.0,,False,507,0.5167652859960552,262.0
NCT01498120,2011,48.0,5.0,True,13.0,,False,14,0.9285714285714286,13.0
NCT00820898,2009,23.0,20.0,True,18.0,,False,24,0.041666666666666664,1.0
NCT00766363,2008,5.0,4.0,True,50.0,90.0,False,49,0.04081632653061224,2.0
NCT01998581,2013,9.0,1.0,True,22.0,,False,225,0.2577777777777778,58.0
NCT01644175,2012,21.0,76.0,True,18.0,,False,316,0.2689873417721519,85.0
NCT02074059,2014,20.0,11.0,True,0.5576923076923077,0.6538461538461539,False,80,0.025,2.0
NCT00891618,2009,48.0,1.0,True,18.0,,True,27,0.037037037037037035,1.0
NCT00905034,2009,72.0,1.0,True,1.0,,True,37,0.02702702702702703,1.0
NCT00429923,2007,,1.0,True,2.0,,False,219,0.2191780821917808,48.0
NCT02210091,2014,13.0,39.0,True,,11.0,False,75,0.02666666666666667,2.0
NCT00187486,2005,80.0,1.0,True,18.0,,True,66,0.015151515151515152,1.0
NCT00630786,2008,16.0,,,18.0,,True,53,0.09433962264150944,5.0
NCT01551303,2012,46.0,1.0,True,18.0,65.0,False,47,0.23404255319148937,11.0
NCT01300338,2011,19.0,1.0,True,18.0,75.0,False,50,0.1,5.0
NCT00631475,2008,24.0,61.0,True,18.0,,False,128,0.3515625,45.0
NCT01611974,2012,29.0,32.0,True,12.0,,False,120,0.38333333333333336,46.0
NCT01056510,2010,48.0,85.0,False,18.0,,True,357,0.33053221288515405,118.0
NCT01012973,2009,16.0,73.0,False,18.0,,False,177,0.1977401129943503,35.0
NCT00657046,2008,13.0,1.0,True,18.0,80.0,False,85,0.10588235294117647,9.0
NCT02336607,2014,6.0,,,35.0,79.0,False,529,0.20226843100189035,107.0
NCT01808092,2013,33.0,125.0,False,18.0,90.0,False,969,0.1021671826625387,99.0
NCT01592344,2012,30.0,13.0,True,22.0,,False,94,0.09574468085106383,9.0
NCT00688103,2008,40.0,1.0,False,18.0,,False,151,0.2847682119205298,43.0
NCT01206777,2010,30.0,1.0,True,18.0,89.0,False,52,0.038461538461538464,2.0
NCT00582556,2007,96.0,1.0,True,18.0,,True,44,0.06818181818181818,3.0
NCT00450619,2007,70.0,3.0,True,18.0,,True,44,0.11363636363636363,5.0
NCT02231918,2014,14.0,,,6.0,16.0,False,26,0.07692307692307693,2.0
NCT00952419,2009,7.0,20.0,True,0.5,9.0,False,474,0.03375527426160337,16.0
NCT01691794,2012,23.0,25.0,True,6.0,17.0,False,108,0.05555555555555555,6.0
NCT00334893,2006,72.0,2.0,True,18.0,,False,74,0.013513513513513514,1.0
NCT00904917,2009,12.0,1.0,True,8.0,14.0,False,34,0.23529411764705882,8.0
NCT02477527,2015,10.0,,,18.0,,False,21,0.2857142857142857,6.0
NCT01959035,2013,17.0,1.0,True,18.0,60.0,False,88,0.125,11.0
NCT00346216,2006,115.0,1066.0,True,18.0,,False,24081,0.29965532992815913,7216.0
NCT00925587,2009,34.0,157.0,False,18.0,,False,358,0.17039106145251395,61.0
NCT01337115,2011,10.0,1.0,False,,,False,50,0.04,2.0
NCT02168439,2014,10.0,1.0,True,1.0,5.0,False,40,0.05,2.0
NCT00690482,2008,7.0,21.0,False,40.0,,False,118,0.059322033898305086,7.0
NCT00644995,2008,16.0,1.0,True,18.0,75.0,False,52,0.11538461538461539,6.0
NCT02049450,2014,22.0,7.0,False,18.0,,False,30,0.13333333333333333,4.0
NCT00656851,2008,47.0,1.0,True,28.0,50.0,False,24,0.16666666666666666,4.0
NCT01009554,2009,2.0,1.0,True,18.0,,False,96,0.09375,9.0
NCT01171976,2010,31.0,68.0,False,18.0,,False,373,0.10723860589812333,40.0
NCT02024867,2013,23.0,1.0,True,0.25,17.0,False,249,0.0642570281124498,16.0
NCT00715078,2008,42.0,12.0,True,18.0,,True,122,0.8524590163934426,104.0
NCT01340664,2011,9.0,64.0,True,18.0,80.0,False,279,0.1003584229390681,28.0
NCT01871402,2013,7.0,10.0,True,18.0,,False,221,0.01809954751131222,4.0
NCT00441792,2007,38.0,1.0,True,18.0,,False,122,0.01639344262295082,2.0
NCT00671879,2008,11.0,73.0,True,18.0,70.0,False,830,0.012048192771084338,10.0
NCT00666588,2008,56.0,82.0,True,1.0,21.0,True,52,0.11538461538461539,6.0
NCT00549718,2007,36.0,48.0,True,18.0,75.0,False,489,0.35173824130879344,172.0
NCT01316913,2011,13.0,100.0,True,40.0,,False,872,0.22821100917431192,199.0
NCT01020474,2009,55.0,36.0,True,12.0,17.0,False,107,0.2523364485981308,27.0
NCT02230332,2014,20.0,10.0,True,18.0,80.0,False,78,0.0641025641025641,5.0
NCT00406783,2006,15.0,,,12.0,,False,547,0.05301645338208409,29.0
NCT01509079,2011,31.0,1.0,True,18.0,,False,116,0.02586206896551724,3.0
NCT00823199,2009,33.0,,,18.0,65.0,False,10,0.2,2.0
NCT01167179,2010,41.0,1.0,False,18.0,,False,160,0.225,36.0
NCT02084238,2014,15.0,1.0,False,18.0,65.0,False,40,0.05,2.0
NCT00481195,2007,18.0,55.0,True,18.0,65.0,False,257,0.3035019455252918,78.0
NCT01453036,2011,10.0,1.0,False,20.0,75.0,False,924,0.18614718614718614,172.0
NCT01210118,2010,22.0,2.0,False,18.0,45.0,False,92,0.08695652173913043,8.0
NCT00587054,2007,120.0,1.0,True,18.0,55.0,True,129,0.06976744186046512,9.0
NCT00992446,2009,58.0,1.0,True,18.0,,True,27,0.2962962962962963,8.0
NCT00572910,2007,17.0,,,18.0,80.0,False,206,0.18446601941747573,38.0
NCT00630877,2008,4.0,41.0,True,18.0,,False,276,0.15942028985507245,44.0
NCT00486044,2007,52.0,1.0,True,35.0,69.0,False,103,0.04854368932038835,5.0
NCT02058498,2014,10.0,1.0,True,18.0,65.0,False,12,0.3333333333333333,4.0
NCT02349711,2015,4.0,1.0,True,18.0,60.0,False,224,0.022321428571428572,5.0
NCT00141219,2005,24.0,10.0,False,18.0,,False,241,0.16597510373443983,40.0
NCT02268396,2014,2.0,10.0,True,40.0,80.0,False,138,0.08695652173913043,12.0
NCT00394095,2006,32.0,1.0,True,10.0,18.0,False,31,0.03225806451612903,1.0
NCT01022112,2009,10.0,6.0,False,20.0,80.0,False,383,0.057441253263707574,22.0
NCT00610675,2008,32.0,,,18.0,65.0,False,346,0.6358381502890174,220.0
NCT00895947,2009,9.0,1.0,False,18.0,75.0,False,200,0.11,22.0
NCT00622388,2008,29.0,1.0,False,18.0,,True,81,0.8888888888888888,72.0
NCT01254565,2010,4.0,13.0,True,18.0,,False,87,0.12643678160919541,11.0
NCT00268983,2005,59.0,3.0,True,18.0,,True,14,0.21428571428571427,3.0
NCT00150592,2005,,,,6.0,17.0,False,182,0.054945054945054944,10.0
NCT01728376,2012,38.0,,,1.0,17.0,False,82,0.17073170731707318,14.0
NCT00798967,2008,26.0,35.0,True,18.0,,False,86,0.09302325581395349,8.0
NCT01512368,2012,17.0,1.0,False,18.0,35.0,False,82,0.036585365853658534,3.0
