nct_id,start_year,duration,num_facilities,has_us_facility,minimum_age_years,maximum_age_years,is_cancer,enrolled,droprate,num_dropped
NCT01578330,2012,30.0,11.0,False,18.0,65.0,False,42,0.16666666666666666,7.0
NCT00732758,2008,36.0,1.0,True,8.0,14.0,False,157,0.15286624203821655,24.0
NCT01039584,2009,19.0,1.0,True,18.0,,False,611,0.4206219312602291,257.0
NCT00333801,2006,48.0,1.0,True,19.0,60.0,False,100,0.14,14.0
NCT00699582,2008,31.0,92.0,True,12.0,,False,389,0.17480719794344474,68.0
NCT00549900,2007,7.0,1.0,False,15.0,45.0,True,30,0.03333333333333333,1.0
NCT01498653,2011,13.0,24.0,False,12.0,100.0,False,313,0.17252396166134185,54.0
NCT01309308,2011,0.0,1.0,False,18.0,42.0,False,150,0.06666666666666667,10.0
NCT00252694,2005,79.0,,,37.0,75.0,False,4717,0.06317574729701081,298.0
NCT00346164,2006,92.0,187.0,True,,29.0,True,588,0.2653061224489796,156.0
NCT01797783,2013,1.0,,,18.0,,False,83,0.03614457831325301,3.0
NCT00907257,2009,7.0,12.0,True,12.0,,False,247,0.10121457489878542,25.0
NCT00796367,2008,18.0,,,18.0,70.0,False,676,0.15088757396449703,102.0
NCT00423046,2007,14.0,40.0,True,18.0,45.0,True,1106,0.6193490054249547,685.0
NCT01814137,2013,12.0,40.0,True,18.0,,False,40,0.25,10.0
NCT01278160,2011,8.0,1.0,False,20.0,80.0,False,179,0.061452513966480445,11.0
NCT00983957,2009,4.0,3.0,True,18.0,45.0,False,47,0.0425531914893617,2.0
NCT01313676,2011,54.0,1620.0,True,40.0,80.0,False,16568,0.2682882665379044,4445.0
NCT01313780,2011,29.0,2.0,False,20.0,,True,128,0.4140625,53.0
NCT00609518,2008,20.0,14.0,False,18.0,,True,111,0.7477477477477478,83.0
NCT01049373,2010,41.0,1.0,False,18.0,75.0,False,221,0.3755656108597285,83.0
NCT00633464,2008,27.0,19.0,False,18.0,,True,79,0.02531645569620253,2.0
NCT01193283,2010,49.0,1.0,True,2.0,,False,22,0.045454545454545456,1.0
NCT00603265,2008,9.0,27.0,True,18.0,75.0,False,226,0.12389380530973451,28.0
NCT01405768,2011,15.0,1.0,True,18.0,,False,56,0.07142857142857142,4.0
NCT01427920,2011,10.0,41.0,False,18.0,,False,348,0.07471264367816093,26.0
NCT01450631,2011,22.0,1.0,True,18.0,,False,92,0.07608695652173914,7.0
NCT02102204,2014,31.0,229.0,True,18.0,110.0,False,902,0.3370288248337029,304.0
NCT00856245,2009,78.0,2.0,True,18.0,,True,21,0.23809523809523808,5.0
NCT02336178,2014,18.0,16.0,False,,,False,70,0.05714285714285714,4.0
NCT01063153,2010,29.0,1.0,True,18.0,55.0,False,71,0.19718309859154928,14.0
NCT00671931,2008,21.0,1.0,True,10.0,25.0,False,44,0.09090909090909091,4.0
NCT00526110,2007,131.0,1.0,True,18.0,,False,98,0.4387755102040816,43.0
NCT01692782,2012,11.0,31.0,True,18.0,55.0,False,341,0.25219941348973607,86.0
NCT00321984,2006,6.0,153.0,True,18.0,,False,947,0.0781414994720169,74.0
NCT00848536,2009,10.0,,,18.0,,True,371,0.029649595687331536,11.0
NCT01401010,2011,18.0,1.0,True,18.0,,False,12,0.08333333333333333,1.0
NCT02147288,2014,29.0,1.0,True,18.0,,True,46,0.06521739130434782,3.0
NCT00023452,2001,113.0,26.0,True,2.0,,False,8595,0.25538103548574753,2195.0
NCT00866177,2009,54.0,1.0,True,18.0,,True,167,0.9101796407185628,152.0
NCT01348100,2011,15.0,2.0,True,18.0,65.0,False,81,0.1111111111111111,9.0
NCT01310777,2011,20.0,,,18.0,,True,771,0.09987029831387809,77.0
NCT01290341,2011,9.0,23.0,True,12.0,,False,860,0.14069767441860465,121.0
NCT01369225,2011,37.0,21.0,True,50.0,90.0,False,52,0.17307692307692307,9.0
NCT00957424,2009,2.0,1.0,True,18.0,120.0,True,67,0.34328358208955223,23.0
NCT01489358,2011,16.0,1.0,True,18.0,50.0,False,25,0.08,2.0
NCT00917267,2009,14.0,42.0,False,20.0,,False,691,0.170767004341534,118.0
NCT00214201,2005,73.0,1.0,True,18.0,75.0,False,40,0.1,4.0
NCT00873093,2009,67.0,171.0,True,1.0,31.0,True,148,0.38513513513513514,57.0
NCT00781599,2008,17.0,1.0,True,18.0,75.0,False,72,0.1527777777777778,11.0
NCT00823823,2009,29.0,1.0,True,4.0,16.0,False,202,0.06930693069306931,14.0
NCT00349349,2006,23.0,,,18.0,,False,223,0.5426008968609866,121.0
NCT00331799,2006,13.0,1.0,True,18.0,65.0,False,18,0.16666666666666666,3.0
NCT01125748,2010,39.0,101.0,True,17.0,70.0,False,176,0.13636363636363635,24.0
NCT01792830,2012,16.0,3.0,True,18.0,80.0,False,175,0.2571428571428571,45.0
NCT01336972,2011,13.0,1.0,False,18.0,70.0,True,29,0.06896551724137931,2.0
NCT00795184,2008,10.0,5.0,True,18.0,,True,122,0.1721311475409836,21.0
NCT00829179,2009,21.0,1.0,True,18.0,,False,20,0.05,1.0
NCT00776984,2008,33.0,75.0,True,18.0,75.0,False,453,0.11479028697571744,52.0
NCT01280968,2010,21.0,2.0,True,18.0,55.0,False,52,0.40384615384615385,21.0
NCT00407550,2006,14.0,1.0,True,18.0,120.0,True,19,0.3684210526315789,7.0
NCT01118377,2010,69.0,8.0,True,3.0,17.0,True,45,0.9333333333333333,42.0
NCT00614380,2008,14.0,122.0,False,18.0,,False,976,0.0471311475409836,46.0
NCT00191308,2005,38.0,3.0,False,18.0,,True,30,0.03333333333333333,1.0
NCT02209181,2014,8.0,1.0,True,18.0,45.0,False,269,0.011152416356877323,3.0
NCT01882439,2013,32.0,125.0,True,18.0,,False,395,0.1240506329113924,49.0
NCT01240382,2010,,1.0,False,20.0,,False,332,0.018072289156626505,6.0
NCT02098395,2014,11.0,120.0,True,18.0,75.0,False,835,0.15209580838323353,127.0
NCT01487525,2011,3.0,1.0,True,45.0,,False,44,0.022727272727272728,1.0
NCT01089543,2010,16.0,46.0,False,20.0,,False,338,0.03550295857988166,12.0
NCT00069784,2003,101.0,40.0,True,50.0,,False,12537,0.096673845417564,1212.0
NCT00707031,2008,29.0,18.0,True,18.0,,False,639,0.31768388106416273,203.0
NCT00762892,2008,47.0,1.0,True,18.0,,False,33,0.3333333333333333,11.0
NCT01254747,2010,1.0,2.0,True,,,False,130,0.09230769230769231,12.0
NCT01765426,2012,16.0,2.0,True,18.0,45.0,False,67,0.014925373134328358,1.0
NCT00205855,2005,8.0,9.0,True,18.0,,False,65,0.3230769230769231,21.0
NCT00316693,2006,34.0,3.0,False,20.0,25.0,True,1046,0.15487571701720843,162.0
NCT00841763,2009,6.0,2.0,False,18.0,,False,3647,0.06306553331505346,230.0
NCT00294554,2006,29.0,1.0,True,50.0,,False,20,0.1,2.0
NCT01844830,2013,2.0,2.0,True,3.0,17.0,False,90,0.011111111111111112,1.0
NCT01646398,2012,4.0,8.0,False,65.0,,False,764,0.0013089005235602095,1.0
NCT00511472,2007,9.0,,,18.0,70.0,False,70,0.12857142857142856,9.0
NCT00931528,2009,37.0,192.0,True,18.0,120.0,True,242,0.41735537190082644,101.0
NCT00137436,2005,31.0,24.0,True,18.0,,False,93,0.46236559139784944,43.0
NCT00431496,2007,33.0,,,18.0,,False,71,0.15492957746478872,11.0
NCT00502203,2007,112.0,4.0,True,,,True,23,0.043478260869565216,1.0
NCT00490815,2007,25.0,1.0,True,18.0,,False,37,0.4594594594594595,17.0
NCT00003222,1999,65.0,1.0,True,18.0,79.0,True,40,0.025,1.0
NCT00603915,2008,54.0,1.0,False,18.0,,True,20,0.05,1.0
NCT01110005,2010,35.0,4.0,True,,,False,318,0.02830188679245283,9.0
NCT02141516,2014,10.0,20.0,False,2.0,17.0,False,239,0.02092050209205021,5.0
NCT00980798,2009,13.0,14.0,False,40.0,,False,288,0.3055555555555556,88.0
NCT01010503,2009,11.0,1.0,False,18.0,,False,32,0.0625,2.0
NCT01955005,2013,11.0,1.0,True,18.0,,False,60,0.13333333333333333,8.0
NCT02483975,2015,8.0,20.0,True,5.0,11.0,False,111,0.036036036036036036,4.0
NCT00307086,2006,82.0,1.0,True,18.0,,True,30,0.16666666666666666,5.0
NCT00805389,2008,21.0,14.0,False,18.0,45.0,False,713,0.07573632538569425,54.0
NCT00946530,2009,76.0,1.0,True,55.0,100.0,False,118,0.0847457627118644,10.0
NCT01153815,2010,14.0,13.0,False,18.0,75.0,False,170,0.08235294117647059,14.0
NCT01286480,2011,34.0,1.0,False,15.0,17.0,False,66,0.12121212121212122,8.0
NCT01282229,2011,41.0,1.0,True,25.0,75.0,False,59,0.03389830508474576,2.0
NCT01919801,2013,20.0,55.0,True,18.0,,False,118,0.03389830508474576,4.0
NCT00546117,2007,26.0,1.0,True,2.0,12.0,False,16,0.25,4.0
NCT01179672,2010,28.0,15.0,False,18.0,,False,405,0.1382716049382716,56.0
NCT00768053,2008,17.0,18.0,False,18.0,,False,108,0.10185185185185185,11.0
NCT00637377,2008,29.0,189.0,False,50.0,,False,1240,0.10080645161290322,125.0
NCT00915525,2009,54.0,8.0,True,18.0,,False,829,0.4825090470446321,400.0
NCT00596934,2008,37.0,1.0,True,18.0,65.0,False,9,0.2222222222222222,2.0
NCT01944774,2013,9.0,2.0,False,18.0,75.0,False,207,0.10628019323671498,22.0
NCT02198963,2014,1.0,1.0,True,18.0,,False,43,0.16279069767441862,7.0
NCT01316887,2011,18.0,54.0,True,40.0,120.0,False,563,0.3907637655417407,220.0
NCT01380327,2011,13.0,5.0,True,5.0,17.0,False,99,0.13131313131313133,13.0
NCT00573833,2007,83.0,1.0,True,18.0,120.0,False,23,0.08695652173913043,2.0
NCT00662129,2008,21.0,92.0,True,18.0,,True,50,0.06,3.0
NCT01774903,2013,10.0,1.0,False,18.0,,False,45,0.24444444444444444,11.0
NCT00089895,2004,48.0,,,18.0,,False,9406,0.008186264086753136,77.0
NCT00278889,2006,22.0,43.0,False,18.0,,True,215,0.33488372093023255,72.0
NCT01618162,2012,14.0,87.0,True,18.0,,False,435,0.167816091954023,73.0
NCT01019694,2009,17.0,55.0,True,40.0,,False,470,0.23191489361702128,109.0
NCT00931632,2009,42.0,33.0,True,,0.038356164383561646,False,451,0.08647450110864745,39.0
NCT00071058,2003,74.0,1.0,True,18.0,,False,50,0.02,1.0
NCT00681187,2008,26.0,10.0,False,18.0,,False,26,0.11538461538461539,3.0
NCT00248170,2005,106.0,263.0,True,33.0,96.0,True,4172,0.37607861936721,1569.0
NCT00609245,2008,12.0,2.0,True,15.0,65.0,False,13,0.07692307692307693,1.0
NCT00346333,2006,66.0,1.0,True,18.0,60.0,False,240,0.05416666666666667,13.0
NCT00399763,2006,29.0,1.0,True,12.0,19.0,False,70,0.07142857142857142,5.0
NCT00380068,2006,23.0,39.0,True,18.0,,False,224,0.3080357142857143,69.0
NCT00353873,2006,11.0,65.0,False,4.0,11.0,False,506,0.017786561264822136,9.0
NCT02437903,2015,20.0,1.0,True,35.0,75.0,False,30,0.16666666666666666,5.0
NCT01187550,2010,18.0,,,,,False,214,0.07009345794392523,15.0
NCT00168038,2005,,17.0,False,12.0,65.0,False,58,0.034482758620689655,2.0
NCT00280735,2006,87.0,1.0,True,18.0,120.0,True,75,0.24,18.0
NCT00434967,2007,12.0,27.0,False,20.0,80.0,False,2207,0.017217942908926143,38.0
NCT01764945,2013,1.0,1.0,False,18.0,55.0,False,56,0.03571428571428571,2.0
NCT01167907,2010,87.0,1.0,True,18.0,75.0,False,32,0.09375,3.0
NCT00398320,2006,72.0,1.0,True,18.0,,True,40,0.15,6.0
NCT02829775,2016,48.0,8.0,False,18.0,,True,9,0.5555555555555556,5.0
NCT00546078,2007,11.0,17.0,True,15.0,25.0,True,116,0.09482758620689655,11.0
NCT01390779,2011,10.0,1.0,True,18.0,80.0,True,33,0.030303030303030304,1.0
NCT00182078,2005,44.0,1.0,True,6.0,20.0,False,26,0.038461538461538464,1.0
NCT01478958,2011,29.0,2.0,False,21.0,60.0,False,202,0.034653465346534656,7.0
NCT00043550,2002,92.0,1.0,True,18.0,70.0,False,156,0.34615384615384615,54.0
NCT00504777,2007,32.0,10.0,False,18.0,,False,36,0.027777777777777776,1.0
NCT02106923,2014,2.0,1.0,True,18.0,50.0,False,72,0.013888888888888888,1.0
NCT01914926,2013,17.0,1.0,True,18.0,,False,54,0.037037037037037035,2.0
NCT00905359,2009,56.0,19.0,False,21.0,,False,163,0.24539877300613497,40.0
NCT00467857,2007,23.0,5.0,True,18.0,,False,293,0.03754266211604096,11.0
NCT00621764,2008,21.0,3.0,False,1.0,5.0,False,300,0.0033333333333333335,1.0
NCT00095199,2004,79.0,67.0,True,18.0,,True,939,0.8956336528221512,841.0
NCT00775437,2008,48.0,,,2.0,4.0,False,32,0.1875,6.0
NCT00905307,2009,14.0,73.0,True,18.0,65.0,False,459,0.41612200435729846,191.0
NCT01255436,2010,14.0,1.0,False,19.0,,False,700,0.5371428571428571,376.0
NCT00875615,2009,42.0,1.0,True,18.0,120.0,True,11,0.09090909090909091,1.0
NCT00167245,2005,66.0,1.0,True,18.0,,False,170,0.4117647058823529,70.0
NCT01089361,2010,6.0,1.0,True,21.0,100.0,False,19,0.05263157894736842,1.0
NCT00613106,2008,13.0,1.0,True,40.0,81.0,False,179,0.16201117318435754,29.0
NCT00902278,2009,91.0,1.0,True,18.0,,False,193,0.06735751295336788,13.0
NCT00795951,2008,11.0,1.0,True,6.0,18.0,False,102,0.0196078431372549,2.0
NCT01584232,2012,15.0,15.0,False,20.0,,False,361,0.030470914127423823,11.0
NCT02555618,2015,3.0,,,20.0,49.0,False,400,0.0025,1.0
NCT02149108,2014,19.0,129.0,True,18.0,,False,768,0.9934895833333334,763.0
NCT01055314,2010,78.0,139.0,True,,49.0,True,175,0.4742857142857143,83.0
NCT01038323,2009,33.0,1.0,True,18.0,65.0,False,58,0.15517241379310345,9.0
NCT00105469,2005,15.0,26.0,True,1.0,,False,743,0.04441453566621804,33.0
NCT01641471,2012,25.0,1.0,True,18.0,85.0,False,116,0.43103448275862066,50.0
NCT01853397,2013,10.0,2.0,True,18.0,65.0,False,72,0.027777777777777776,2.0
NCT00606632,2008,20.0,14.0,True,18.0,,True,226,0.09734513274336283,22.0
NCT01186692,2010,30.0,10.0,True,,,False,131,0.24427480916030533,32.0
NCT00985712,2009,21.0,29.0,False,8.0,,False,263,0.049429657794676805,13.0
NCT00532298,2007,2.0,6.0,False,65.0,,False,1596,0.0043859649122807015,7.0
NCT01639144,2012,30.0,1.0,True,18.0,80.0,False,515,0.02912621359223301,15.0
NCT01735630,2012,30.0,70.0,True,50.0,95.0,False,350,0.10285714285714286,36.0
NCT01590797,2012,23.0,,,18.0,79.0,False,467,0.07066381156316917,33.0
NCT01411228,2011,34.0,3.0,False,2.0,18.0,False,15,0.13333333333333333,2.0
NCT02791269,2016,30.0,6.0,False,18.0,70.0,False,24,0.041666666666666664,1.0
NCT01975948,2013,25.0,1.0,False,18.0,,False,285,0.17894736842105263,51.0
NCT02003534,2013,31.0,1.0,False,,,True,376,0.125,47.0
NCT00739908,2008,10.0,14.0,True,18.0,60.0,False,285,0.17543859649122806,50.0
NCT00880334,2009,88.0,3.0,True,18.0,,True,149,0.04697986577181208,7.0
NCT00200356,2005,,,,20.0,,False,401,0.03740648379052369,15.0
NCT00130520,2005,55.0,1.0,True,18.0,,False,40,0.975,39.0
NCT01023516,2009,9.0,67.0,False,40.0,80.0,False,615,0.06829268292682927,42.0
NCT00609362,2008,22.0,1.0,False,60.0,75.0,False,57,0.07017543859649122,4.0
NCT00970944,2009,86.0,11.0,True,16.0,65.0,False,184,0.016304347826086956,3.0
NCT02043132,2014,27.0,1.0,True,18.0,,False,116,0.1206896551724138,14.0
NCT00646958,2008,4.0,19.0,True,18.0,,False,150,0.19333333333333333,29.0
NCT01718509,2012,10.0,48.0,True,18.0,55.0,False,390,0.24615384615384617,96.0
NCT01162421,2010,58.0,,,18.0,99.0,False,77,0.2727272727272727,21.0
NCT01893411,2013,26.0,53.0,False,2.0,17.0,False,311,0.10610932475884244,33.0
NCT01371721,2011,44.0,35.0,True,7.0,17.0,False,269,0.30855018587360594,83.0
NCT01714544,2012,5.0,5.0,True,18.0,,False,60,0.05,3.0
NCT01237054,2010,9.0,1.0,True,18.0,,True,31,0.03225806451612903,1.0
NCT01118780,2010,21.0,25.0,True,65.0,,False,291,0.24398625429553264,71.0
NCT01306617,2011,9.0,11.0,True,18.0,65.0,False,50,0.14,7.0
NCT01806545,2013,19.0,47.0,True,18.0,,False,64,0.171875,11.0
NCT01733758,2012,16.0,74.0,False,20.0,,False,494,0.10121457489878542,50.0
NCT00062010,2003,88.0,73.0,True,18.0,,True,37,0.08108108108108109,3.0
NCT00489736,2007,16.0,23.0,True,21.0,,False,504,0.3273809523809524,165.0
NCT00513071,2007,14.0,1.0,True,18.0,,True,28,0.17857142857142858,5.0
NCT00249821,2005,31.0,,,6.0,11.0,False,22,0.045454545454545456,1.0
NCT01537432,2012,35.0,12.0,True,18.0,75.0,False,36,0.2222222222222222,8.0
NCT00162097,2005,40.0,4.0,True,18.0,,False,21,0.047619047619047616,1.0
NCT00094887,2004,50.0,11.0,True,10.0,,False,150,0.07333333333333333,11.0
NCT01205581,2010,35.0,1.0,True,3.0,21.0,True,85,0.011764705882352941,1.0
NCT01769326,2012,51.0,1.0,True,18.0,80.0,False,40,0.175,7.0
NCT01375777,2011,8.0,58.0,True,18.0,75.0,False,411,0.0340632603406326,14.0
NCT00288860,2006,54.0,5.0,True,18.0,,False,837,0.23775388291517324,199.0
NCT00623935,2008,76.0,1.0,True,55.0,70.0,True,56,0.03571428571428571,2.0
NCT00505765,2007,21.0,8.0,True,18.0,60.0,False,63,0.12698412698412698,8.0
NCT01920594,2013,11.0,15.0,True,18.0,,False,57,0.17543859649122806,10.0
NCT01164579,2010,37.0,40.0,True,18.0,,False,109,0.30275229357798167,33.0
NCT02564042,2015,10.0,46.0,True,18.0,65.0,False,227,0.23348017621145375,53.0
NCT01136174,2010,10.0,8.0,False,40.0,,False,50,0.08,4.0
NCT01709708,2012,17.0,2.0,True,18.0,80.0,False,41,0.07317073170731707,3.0
NCT02010684,2013,33.0,1.0,True,50.0,,False,121,0.2892561983471074,35.0
NCT00552305,2007,103.0,59.0,True,,,False,370,0.6756756756756757,250.0
NCT00762762,2008,33.0,1.0,False,18.0,65.0,False,46,0.391304347826087,18.0
NCT01793883,2013,12.0,221.0,True,18.0,64.0,False,639,0.046948356807511735,30.0
NCT00943787,2009,40.0,1.0,True,18.0,,False,41,0.17073170731707318,7.0
NCT01352793,2011,22.0,86.0,True,10.0,25.0,False,5715,0.1452318460192476,830.0
NCT00298363,2006,60.0,38.0,True,18.0,69.0,False,112,0.2767857142857143,31.0
NCT01283152,2011,17.0,1.0,True,18.0,80.0,False,50,0.04,2.0
NCT01590771,2012,23.0,,,18.0,79.0,False,498,0.11646586345381527,58.0
NCT01123148,2010,7.0,,,18.0,99.0,False,16,0.125,2.0
NCT01753336,2012,31.0,41.0,True,18.0,,False,112,0.17857142857142858,20.0
NCT00671060,2008,38.0,5.0,True,,,False,153,0.013071895424836602,2.0
NCT01138150,2010,45.0,1.0,True,18.0,55.0,False,36,0.05555555555555555,2.0
NCT00536120,2007,22.0,10.0,True,18.0,60.0,False,60,0.15,9.0
NCT02029521,2013,12.0,1.0,False,1.5,10.0,False,47,0.06382978723404255,3.0
NCT02091726,2014,6.0,1.0,False,18.0,99.0,False,110,0.05454545454545454,6.0
NCT00064792,2003,90.0,1.0,True,4.0,18.0,False,23,0.21739130434782608,5.0
NCT01170598,2010,8.0,1.0,False,18.0,,True,35,0.17142857142857143,6.0
NCT01574326,2012,37.0,32.0,True,,18.0,False,101,0.3465346534653465,35.0
NCT00395460,2006,7.0,4.0,False,18.0,65.0,False,147,0.006802721088435374,1.0
NCT00612456,2008,10.0,27.0,True,50.0,,False,70,0.05714285714285714,4.0
NCT00460239,2007,30.0,1.0,True,21.0,55.0,False,12,0.3333333333333333,4.0
NCT00986102,2009,26.0,16.0,False,18.0,,False,216,0.018518518518518517,4.0
NCT01136382,2010,33.0,87.0,True,6.0,11.0,False,304,0.2993421052631579,91.0
NCT02388191,2015,12.0,1.0,True,18.0,,False,119,0.008403361344537815,1.0
NCT01894581,2013,5.0,1.0,True,18.0,42.0,False,39,0.3076923076923077,12.0
NCT02062385,2014,12.0,,,0.11538461538461539,0.23076923076923078,False,4040,0.040594059405940595,164.0
NCT01369849,2011,29.0,44.0,True,18.0,,True,15,0.13333333333333333,2.0
NCT01077024,2010,30.0,12.0,True,18.0,,False,538,0.10966542750929369,59.0
NCT00814502,2008,60.0,1.0,True,60.0,99.0,False,20,0.15,3.0
NCT01266148,2010,37.0,6.0,False,18.0,70.0,False,115,0.08695652173913043,10.0
NCT00116649,2005,23.0,32.0,True,18.0,,False,551,0.2813067150635209,155.0
NCT00703924,2008,20.0,2.0,False,5.0,75.0,False,92,0.021739130434782608,2.0
NCT01187901,2010,50.0,1.0,True,18.0,69.0,True,92,0.20652173913043478,19.0
NCT00141102,2005,43.0,195.0,False,18.0,,False,4484,0.25267618198037467,1133.0
NCT00713609,2008,9.0,16.0,True,12.0,45.0,False,591,0.14720812182741116,87.0
NCT00655629,2008,10.0,40.0,True,18.0,,False,339,0.12979351032448377,44.0
NCT01047436,2010,1.0,,,,,False,31,0.03225806451612903,1.0
NCT01403805,2011,11.0,1.0,False,,,False,199,0.035175879396984924,7.0
NCT00811642,2008,16.0,,,18.0,70.0,False,63,0.23809523809523808,15.0
NCT00698932,2008,16.0,30.0,False,18.0,,False,568,0.10211267605633803,58.0
NCT01657903,2012,3.0,1.0,True,18.0,65.0,False,56,0.03571428571428571,2.0
NCT00302159,2006,88.0,3.0,True,18.0,90.0,True,43,0.046511627906976744,2.0
NCT00240994,2005,58.0,4.0,True,1.0,20.0,False,35,0.08571428571428572,3.0
NCT00450437,2007,5.0,40.0,True,11.0,55.0,False,3539,0.02740887256287087,97.0
NCT01507051,2011,12.0,2.0,False,18.0,45.0,False,96,0.13541666666666666,13.0
NCT01462370,2011,7.0,,,18.0,,False,139,0.04316546762589928,6.0
NCT00737711,2008,15.0,16.0,False,18.0,,False,189,0.164021164021164,31.0
NCT01464827,2011,17.0,97.0,True,18.0,70.0,False,580,0.07758620689655173,45.0
NCT00553267,2007,11.0,97.0,False,18.0,,False,947,0.044350580781414996,42.0
NCT00607048,2008,20.0,4.0,True,18.0,85.0,False,34,0.7352941176470589,25.0
NCT01806896,2013,16.0,1.0,False,18.0,70.0,False,37,0.08108108108108109,3.0
NCT00810355,2008,71.0,1.0,True,18.0,,False,87,0.4827586206896552,42.0
NCT00429299,2007,71.0,17.0,False,18.0,65.0,False,121,0.12396694214876033,15.0
NCT00993265,2009,30.0,1.0,True,8.0,17.0,True,39,0.10256410256410256,4.0
NCT01657019,2012,26.0,89.0,True,18.0,55.0,False,604,0.3890728476821192,235.0
NCT01313182,2011,18.0,1.0,True,18.0,,False,1784,0.08856502242152467,158.0
NCT01325701,2011,41.0,15.0,True,18.0,,True,78,0.3076923076923077,24.0
NCT00402649,2006,8.0,3.0,True,2.0,10.0,False,35,0.05714285714285714,2.0
NCT00406315,2006,25.0,41.0,True,18.0,55.0,False,255,0.5529411764705883,141.0
NCT00379288,2006,17.0,,,12.0,,False,404,0.14603960396039603,59.0
NCT02114892,2014,15.0,1.0,False,30.0,50.0,False,24,0.125,3.0
NCT01757704,2012,15.0,1.0,False,18.0,90.0,False,20,0.2,4.0
NCT00104104,2005,36.0,68.0,True,18.0,,True,179,0.8212290502793296,147.0
NCT02480712,2015,10.0,15.0,True,18.0,,False,107,0.102803738317757,11.0
NCT01156844,2010,4.0,30.0,True,18.0,,False,191,0.08376963350785341,16.0
NCT00712959,2008,15.0,7.0,False,20.0,,False,769,0.02860858257477243,22.0
NCT01839279,2013,10.0,1.0,True,18.0,45.0,False,136,0.125,17.0
NCT00510783,2007,17.0,1.0,True,18.0,,False,158,0.379746835443038,60.0
NCT01110200,2010,23.0,103.0,True,40.0,85.0,False,639,0.35524256651017216,227.0
NCT00690443,2008,4.0,5.0,True,18.0,70.0,False,44,0.06818181818181818,3.0
NCT00536731,2007,7.0,50.0,False,12.0,,False,742,0.018867924528301886,14.0
NCT02634788,2015,4.0,4.0,True,18.0,65.0,False,322,0.07453416149068323,24.0
NCT00650806,2008,4.0,36.0,True,18.0,65.0,False,376,0.25,94.0
NCT02387983,2015,12.0,,,18.0,70.0,False,65,0.1076923076923077,7.0
NCT00664560,2008,8.0,1.0,True,50.0,,False,614,0.15146579804560262,93.0
NCT00609973,2008,41.0,1.0,True,18.0,70.0,False,33,0.42424242424242425,14.0
NCT00741598,2008,68.0,2.0,True,18.0,65.0,False,72,0.25,18.0
NCT00825682,2009,9.0,1.0,False,21.0,,False,72,0.25,18.0
NCT01488370,2011,44.0,2.0,True,,1.9166666666666667,False,65,0.03076923076923077,2.0
NCT00865020,2009,15.0,16.0,False,18.0,,False,822,0.12165450121654502,100.0
NCT01873729,2013,31.0,1.0,True,18.0,55.0,False,3,0.3333333333333333,1.0
NCT01464879,2011,5.0,1.0,True,18.0,75.0,False,20,0.1,2.0
NCT00845897,2009,60.0,1.0,True,,,False,17,0.5882352941176471,10.0
NCT00914589,2009,19.0,32.0,True,18.0,80.0,False,479,0.11064718162839249,53.0
NCT01702298,2012,5.0,,,18.0,79.0,False,42,0.023809523809523808,1.0
NCT01777269,2013,38.0,67.0,False,50.0,,False,489,0.2331288343558282,114.0
NCT02454959,2015,10.0,6.0,True,40.0,80.0,False,80,0.1125,9.0
NCT01652287,2012,17.0,1.0,True,1.0,5.0,False,62,0.03225806451612903,2.0
NCT02153788,2014,12.0,,,18.0,69.0,False,44,0.06818181818181818,3.0
NCT01349790,2011,21.0,1.0,False,18.0,65.0,False,40,0.225,9.0
NCT00320411,2006,41.0,,,20.0,74.0,False,62,0.06451612903225806,4.0
NCT01586338,2012,18.0,1.0,False,30.0,,False,237,0.03375527426160337,8.0
NCT00538473,2007,2.0,1.0,False,67.0,,False,68,0.014705882352941176,1.0
NCT01063062,2010,10.0,9.0,False,18.0,,False,107,0.18691588785046728,20.0
NCT00247962,2005,26.0,83.0,False,18.0,,False,566,0.07950530035335689,45.0
NCT01165554,2010,18.0,1.0,True,55.0,,False,203,0.11330049261083744,23.0
NCT00391391,2006,5.0,19.0,True,0.5,8.0,False,520,0.11730769230769231,61.0
NCT00288912,2006,33.0,1.0,True,,,False,523,0.11854684512428298,62.0
NCT00442546,2007,19.0,28.0,True,18.0,80.0,False,307,0.3127035830618892,96.0
NCT01041573,2009,11.0,2.0,False,0.16666666666666666,18.0,False,1869,0.014446227929373997,27.0
NCT00562588,2007,19.0,1.0,False,18.0,,False,551,0.3466424682395644,191.0
NCT01034137,2009,56.0,21.0,False,18.0,,False,317,0.25236593059936907,80.0
NCT01525615,2012,19.0,60.0,True,40.0,75.0,False,404,0.06683168316831684,27.0
NCT01321723,2011,8.0,4.0,False,45.0,80.0,False,97,0.14432989690721648,14.0
NCT01851590,2013,12.0,1.0,False,18.0,90.0,False,129,0.031007751937984496,4.0
NCT01655069,2012,24.0,39.0,True,5.0,17.0,False,148,0.17567567567567569,26.0
NCT01619579,2012,11.0,1.0,True,18.0,99.0,False,22,0.13636363636363635,3.0
NCT02058628,2014,6.0,11.0,False,12.0,45.0,False,222,0.06756756756756757,15.0
NCT01415401,2011,21.0,,,18.0,,True,57,0.12280701754385964,7.0
NCT00532493,2007,37.0,15.0,True,18.0,,False,304,0.19407894736842105,59.0
NCT01217112,2010,19.0,5.0,False,18.0,,False,62,0.0967741935483871,6.0
